StudyHours,ExtraParticipation,PreviousMarks,PapersPracticed,Participation,SleepingHours,PerformanceIndex
4.844284217598903,11.41955908783175,70.01867291677384,1.6201528086975918,30.73181096884649,49.2740755716355,75.89850700198811
6.793561571970715,14.313434114484036,55.90741698250267,2.465882039584211,49.93242666918667,46.82094590963915,71.94001600810894
5.271577208306471,9.620267849019516,70.24623782692456,1.4669214387621317,51.42047582220616,58.815183058902235,79.92569195490304
2.864379858123529,6.7786450062532,86.9911308133207,0.5611052125045908,6.0094636825911465,53.79381948340803,80.83746889720999
3.8340941905392136,6.806609369773401,64.1510616230895,2.279877315024531,15.012836929005601,55.16392235136516,67.09333013912753
3.6672747542829236,6.338344953518851,62.14123536545792,2.810398306393162,-9.201772355522564,48.905287846446335,61.34826457974056
5.092006937590094,10.025281894943367,73.66779053668931,1.4232003016824617,45.64918996598804,58.501704496153565,81.95131306903959
4.643055710664393,8.02390045645563,65.01944933707641,2.2845186176922905,30.67706295809313,55.52222935113299,70.92279178723929
4.924310610929963,10.691765277704146,79.41419477061713,0.8978573300358724,44.34571538870523,53.68755806272755,86.08664553390093
6.131778789683567,12.083788224134082,57.54610620442014,2.7968285483258284,40.03990940928743,48.57142394672548,70.0601812818518
4.091966611290821,6.8653020829758145,69.33340387203941,2.3060963811516837,18.8303261313103,55.46126161200335,71.95412542343978
4.240369575382988,8.5329711831281,67.69767159577532,2.4220155743648575,13.387001368345054,48.43680343465187,70.29611500693711
4.846052243201679,7.873976608465333,47.47507912024183,3.5943659934978567,18.0217762001824,54.027610950598714,57.21682030303468
4.686995840707901,10.128299705618868,79.83103019412789,1.034638085322213,36.31430204119003,56.56795363638844,85.11356398939685
2.9668038522677884,6.723644056339482,79.17917599317119,1.3124847706012313,8.025887711262087,52.54898606411821,76.00504268049707
4.781228490503209,8.834660132630766,59.19552131164002,2.5234307146940336,16.803352326396052,50.60716541409496,64.81700939759877
4.864490033890739,9.848052569023345,65.38346226854436,1.928019148663252,28.00450382149829,49.905993246362726,72.96793353739739
3.9751583362657805,8.352531383522425,76.00559857997271,1.6821709714947397,18.31806851232821,54.86841599876588,77.42547661323805
5.175428797015496,9.30986343675829,61.17339783969603,2.698892698608263,39.89907518600428,55.12039701791616,71.51760479079198
4.280794314956221,8.145274267267139,70.72724761641336,2.1869778933044413,14.818896254934884,51.32898512606801,73.17360012679612
5.409811317661276,12.235223647656317,81.29260113240332,1.1698700030126994,43.050130398656364,48.14819574971235,87.5103311203675
2.9732750773861856,5.532014401797713,75.52740578435302,1.4429016567253041,9.1888672225122,54.742689185112795,73.07936385213075
2.8623640917442974,5.246865886161977,64.16157689111195,2.36423864615363,0.9995429287917261,55.26824685884954,64.59559774081669
5.421101244924644,12.471362039261791,71.87740673607675,1.145311436369824,51.204560990331444,51.61884530558482,82.07120377267316
5.2302255445876105,9.094222279445436,59.756763599435146,2.7847971594336407,25.238025760619777,51.69705839613226,67.61584995562171
4.949018292430297,9.739361412739765,62.927501751254525,2.3027019835010116,24.859494403150464,51.70991322501584,70.07327591707865
7.325430942776393,15.096792749533737,53.16385589595954,2.6196512642512286,64.44883578056935,48.222108767175996,74.13909813905403
5.857087903314606,13.81618926246592,76.06711296291333,1.3904225879768475,50.480508711813854,48.300592795212935,85.30101576819608
4.373659111371127,7.924835799105122,70.85195261914394,1.824938185137934,27.139714047202176,55.658857132536475,74.08838905858967
4.543555109086036,10.096283554827858,64.32956210984383,2.516742499999332,26.934587558314007,48.83479953313356,70.59852586686378
5.541978179184866,11.2184013026594,66.49198912124363,1.89208663202636,47.51319882257819,54.21690436742662,76.88180596717768
5.462958835894105,10.037695760898727,65.10840370788227,2.190842556723682,38.034563956511604,52.006824538247606,74.05025494073236
4.671906949019703,10.223586492261633,75.26394698915766,1.1724604699709038,37.69773297412979,53.28388917540896,81.21292877332532
4.393026885196218,9.94906592154157,78.57931916397311,1.351423310362406,30.66132620293169,53.297732188551365,81.61427793919079
2.1214046953321555,4.812462647151823,84.77911410423786,1.4962905414071184,5.854756464912803,55.82629949389798,77.59315324133257
4.911300833149684,11.193198468387875,65.38760215776006,2.2271735391956304,23.084717409791566,45.30765453532582,71.4725439144508
3.511259923217761,6.602399209954974,72.25210470206346,1.957426461371064,1.3155579992370932,55.56918809564688,71.15547754757372
5.513327131246944,12.050733033861949,72.05829896904149,1.2087466547487151,48.302272166617556,54.69328849901366,81.38194184044382
